,0,1,2,3,4,5,6
156,新工處,和興路中段本線,自00時00分至24時00分,1110921170356,稻田營造有限公司,"[['305336.856', '2764232.621', '305406.999', '2764230.346', '305439.619', '2764249.531', '305466.565', '2764265.528', '305471.124', '2764259.824', '305409.533', '2764223.085', '305336.881', '2764226.427', '305336.856', '2764232.621']]","[[121.54814363998355, 24.985042210901725], [121.54883833085903, 24.985019111641833], [121.54916220849408, 24.985191121610583], [121.54942975674086, 24.985334557142696], [121.54947468588028, 24.985282894803564], [121.54886313967027, 24.984953466879073], [121.54814363968642, 24.984986290645306], [121.54814363998355, 24.985042210901725]]"
157,新工處,松隆路21號至松隆路9巷口,自00時00分至24時00分,1110921170356,稻田營造有限公司,"[['307265.42', '2770768.57', '307210.877', '2770769.822', '307207.924', '2770764.022', '307201.816', '2770768.303', '307210.008', '2770783.344', '307217.125', '2770780.48', '307215.245', '2770777.04', '307219.648', '2770775.78', '307264.992', '2770773.817', '307265.42', '2770768.57']]","[[121.5675176213529, 25.04397665440075], [121.56697715652747, 25.043990021038734], [121.56694765176162, 25.043937770979486], [121.56688729967365, 25.043976650328627], [121.56696910614484, 25.044112128966404], [121.5670395162212, 25.044086003934115], [121.5670207427352, 25.044055019115437], [121.56706432382927, 25.044043477445083], [121.56751359793489, 25.04402403991193], [121.5675176213529, 25.04397665440075]]"
158,新工處,承德路2段與民權西路交叉口,自08時0分至18時0分,1110921150826,福呈營造股份有限公司,"[['302309.099', '2772879.525', '302354.016', '2772880.774', '302352.474', '2772859.507', '302308.091', '2772860.144', '302309.099', '2772879.525', '302306.865', '2772827.037', '302338.526', '2772827.158', '302336.139', '2772814.5', '302307.181', '2772815.197', '302307.451', '2772815.198', '302306.865', '2772827.037', '302243.617', '2772877.66', '302270.677', '2772878.032', '302270.201', '2772861.076', '302242.589', '2772863.392', '302243.617', '2772877.66', '302243.541', '2772826.794', '302271.416', '2772826.363', '302270.657', '2772812.634', '302242.781', '2772813.335', '302243.541', '2772826.794']]","[[121.51848080445777, 25.063213744544107], [121.51892604890962, 25.063223465248186], [121.51890995657655, 25.063031521585604], [121.51847007723545, 25.06303880902652], [121.51848080445777, 25.063213744544107], [121.51845666783808, 25.062739963610213], [121.51877048072409, 25.062739959983652], [121.51874634076445, 25.062625767037893], [121.51845935003173, 25.06263306192095], [121.51846202617492, 25.062633061605105], [121.51845666783808, 25.062739963610213], [121.51783170570081, 25.063199172271624], [121.51809992628544, 25.063201595083335], [121.51809456461125, 25.06304853387464], [121.51782097519512, 25.063070397218755], [121.51783170570081, 25.063199172271624], [121.51782902216674, 25.06273995991484], [121.51810528914405, 25.06273510513027], [121.51809724505992, 25.062611186847924], [121.5178209786939, 25.06261847919052], [121.51782902216674, 25.06273995991484]]"
159,衛工處,大同區延平北路4段(酒泉街至敦煌路)西側人行道,自9時30分至16時00分,1110921122335,聖東營造股份有限公司,"[['301521.613', '2773882.067', '301546.24', '2773881.352', '301582.686', '2774070.462', '301585.387', '2774071.817', '301586.744', '2774070.746', '301547.8', '2773874.152', '301525.612', '2773874.068', '301522.357', '2773876.209', '301521.613', '2773882.067', '301603.906', '2774175.581', '301606.343', '2774175.052', '301607.705', '2774172.77', '301596.549', '2774117.428', '301592.355', '2774117.546', '301603.906', '2774175.581', '301605.604', '2774187.578', '301620.776', '2774254.103', '301634.299', '2774327.08', '301631.303', '2774332.451', '301631.553', '2774337.834', '301640.49', '2774335.715', '301611.292', '2774185.985', '301605.604', '2774187.578']]","[[121.51071312231248, 25.072291682430414], [121.51095720548786, 25.072284387434], [121.51132555816856, 25.073990415885916], [121.51135238243207, 25.07400255650587], [121.51136579344013, 25.073992841253624], [121.51097239893838, 25.072219333082256], [121.51075246203706, 25.072219331603602], [121.51072027771696, 25.07223877141753], [121.51071312231248, 25.072291682430414], [121.51153984247046, 25.074938698242615], [121.5115639793949, 25.074933839217007], [121.51157739462377, 25.074913190951243], [121.51146473537308, 25.074413948291262], [121.51142316694198, 25.074415156825637], [121.51153984247046, 25.074938698242615], [121.51155712388984, 25.07504694831527], [121.51171001254075, 25.075647012948686], [121.51184679900359, 25.07630538191287], [121.5118173023938, 25.076353973322682], [121.51181998257323, 25.076402562114314], [121.5119084921096, 25.07638312643448], [121.51161344649094, 25.07503237250112], [121.51155712388984, 25.07504694831527]]"
160,新工處,至善路3段152號至181巷口對側人行道更新,0800至1700,1110921131737,金煌營造有限公司,"[['307905.67', '2778790.4', '307945.29', '2778834.44', '307965.69', '2778872.73', '307979.58', '2778914.76', '307988.13', '2778937.93', '307998.33', '2778957.34', '308012.32', '2778974.62', '308027.4', '2778990.28', '308048.98', '2779004.9', '308074.35', '2779016.85', '308100.81', '2779030.41', '308127.8', '2779042.9', '308170.99', '2779063.53', '308189.53', '2779072.73', '308198.52', '2779077.63', '308237.38', '2779098.78', '308270.83', '2779120.45', '308283.97', '2779126.93', '308295.75', '2779131.13', '308304.53', '2779133.19', '308315.48', '2779134.65', '308315.88', '2779136.33', '308305.4', '2779134.94', '308296.82', '2779132.89', '308294.73', '2779132.27', '308294.45', '2779133.15', '308293.6', '2779133', '308281.55', '2779129.53', '308264.32', '2779121.2', '308262.7', '2779120.52', '308248.26', '2779111.85', '308233.83', '2779103.45', '308206.6', '2779087.35', '308198.14', '2779082.31', '308166.63', '2779066.51', '308162.38', '2779064.41', '308072.71', '2779021.68', '308034.38', '2779002.15', '307996.68', '2778964.33', '307981.64', '2778937.9', '307968.27', '2778900.72', '307957.57', '2778873.23', '307937.7', '2778839.25', '307910.78', '2778808.47', '307899.97', '2778795.82', '307905.67', '2778790.4', '308326.16', '2779152.01', '308333.66', '2779151.98', '308333.28', '2779154.33', '308326.04', '2779154.76', '308326.16', '2779152.01']]","[[121.57420015608166, 25.116372001200123], [121.57459487655132, 25.11676806277903], [121.57479877507348, 25.11711295251417], [121.57493828070396, 25.117491856195024], [121.57502403981293, 25.11770070111711], [121.57512600152357, 25.117875538045503], [121.57526545466393, 25.118030999894668], [121.57541564798738, 25.118171794645832], [121.57563025097484, 25.118302950094552], [121.57588232272127, 25.118409855065366], [121.57614527138666, 25.118531252319556], [121.57641343068893, 25.11864296893801], [121.57684257344262, 25.11882754621053], [121.5770268048332, 25.118909886312622], [121.57711615687612, 25.1189537754179], [121.57750238771216, 25.119143212321603], [121.57783499639761, 25.119337551747964], [121.57796556741957, 25.119395543807038], [121.57808255599384, 25.119433005008037], [121.57816970578985, 25.119451262698718], [121.57827834779799, 25.119464019736565], [121.57828238556787, 25.119479170927136], [121.57817840703059, 25.119467027660065], [121.57809324084283, 25.119448852518868], [121.5780724901129, 25.119443336113243], [121.57806975101317, 25.119451291382784], [121.5780613160596, 25.11944997008294], [121.57794168115826, 25.119419109579766], [121.57777047526096, 25.119344574183927], [121.57775438252203, 25.119338497902547], [121.57761082796287, 25.119260785049995], [121.57746738419809, 25.119185509167956], [121.57719668986928, 25.119041213490426], [121.57711258724927, 25.118996040087882], [121.57679946626168, 25.118854617210218], [121.57675723455743, 25.118835822838044], [121.5758662649892, 25.11845352241629], [121.57548536268817, 25.118278685753996], [121.57510993568954, 25.117938705716007], [121.57495968471734, 25.11770067987887], [121.5748255398025, 25.11736554099264], [121.57471827991108, 25.117117778555194], [121.5745198188664, 25.116811778092774], [121.57425158778237, 25.11653493703573], [121.57414386497105, 25.116421150689327], [121.57420015608166, 25.116372001200123], [121.57838498817203, 25.119620328767333], [121.57845935684479, 25.119619767754426], [121.5784556886418, 25.1196409977292], [121.5783839151126, 25.119645159791688], [121.57838498817203, 25.119620328767333]]"
161,新工處,懷恩隧道雙向,自22時0分至6時0分,1110921225013,勗通營造股份有限公司,"[['305682.684', '2765549.117', '305743.354', '2765544.517', '305711.059', '2764963.825', '305751.506', '2764872.434', '305702.213', '2764875.464', '305639.658', '2764943.608', '305682.684', '2765549.117']]","[[121.55162218421356, 24.996914845751878], [121.55222300587627, 24.996871087488504], [121.55187967411487, 24.991629805283107], [121.55227664502976, 24.99080324333165], [121.55178848652264, 24.990832409556553], [121.55117158000678, 24.991449908331397], [121.55162218421356, 24.996914845751878]]"
162,新工處,萬華區莒光路(萬大路至西園路2段)溝蓋及莒光路(和平西路2段至西園路2段)中央分隔島,08:00至17:00,1110921134946,興成營造有限公司,"[['300148.47', '2769301.03', '300164.71', '2769301.51', '300164.53', '2769303.28', '300148.4', '2769302.84', '300148.47', '2769301.03', '300375.68', '2769308.89', '300437.76', '2769311.06', '300495.02', '2769312.78', '300496.8', '2769312.79', '300496.54', '2769314.22', '300424.9', '2769312.1', '300375.59', '2769310.49', '300375.68', '2769308.89', '300161.43', '2769321.11', '300191.88', '2769322.32', '300191.97', '2769320.72', '300161.52', '2769319.6', '300161.43', '2769321.11', '300195.31', '2769322.28', '300195.25', '2769320.81', '300216.65', '2769321.06', '300216.64', '2769322.74', '300195.31', '2769322.28', '300223.69', '2769324.17', '300222.29', '2769323.36', '300223.7', '2769322.11', '300225.82', '2769322.04', '300278.33', '2769323.7', '300278.16', '2769325.21', '300233.16', '2769323.78', '300224.2', '2769323.41', '300223.69', '2769324.17', '300291.13', '2769325.55', '300343.23', '2769327.68', '300343.32', '2769325.83', '300291.05', '2769323.7', '300291.13', '2769325.55', '300368.56', '2769328.6', '300431.66', '2769330.69', '300431.83', '2769329', '300368.48', '2769327.09', '300368.56', '2769328.6', '300440.29', '2769333.02', '300439.02', '2769332.09', '300440.21', '2769330.41', '300441.82', '2769329.24', '300503.4', '2769331.15', '300503.39', '2769333.33', '300457.46', '2769331.65', '300446.13', '2769331.19', '300442.92', '2769330.92', '300441.48', '2769331.68', '300440.29', '2769333.02', '300155.18', '2769312.85', '300155.28', '2769309.14', '300275.03', '2769313.11', '300275.19', '2769317.66', '300156.36', '2769312.93', '300155.18', '2769312.85', '300294.09', '2769318.32', '300294.19', '2769313.78', '300415.47', '2769318.01', '300501.83', '2769321.1', '300501.64', '2769325.48', '300294.09', '2769318.32', '300529.38', '2769326.61', '300529.4', '2769321.73', '300679.28', '2769326.66', '300679.09', '2769331.71', '300529.38', '2769326.61', '300693.24', '2769332.1', '300693.42', '2769327.72', '300738.67', '2769328.99', '300738.66', '2769333.44', '300693.24', '2769332.1', '300750.98', '2769333.8', '300751.16', '2769329.85', '300864.24', '2769332.96', '300864.06', '2769337.42', '300750.98', '2769333.8', '300892.6', '2769338.2', '300892.53', '2769333.57', '300950.48', '2769333.28', '300950.46', '2769337.82', '300892.6', '2769338.2', '300957.87', '2769337.67', '300957.89', '2769333.46', '301127.07', '2769332.24', '301127.22', '2769336.54', '300957.87', '2769337.67', '301154.21', '2769336.87', '301154.22', '2769332.16', '301232.05', '2769331.78', '301231.86', '2769336.49', '301154.21', '2769336.87']]","[[121.4969353453896, 25.03098038035097], [121.49709628483419, 25.030984175661686], [121.49709456560063, 25.0310001611938], [121.49693471757872, 25.030996723357323], [121.4969353453896, 25.03098038035097], [121.49918705351573, 25.03104379574066], [121.49980228300997, 25.03106131914418], [121.50036973481328, 25.03107493820081], [121.50038737318474, 25.031074969099183], [121.50038484920829, 25.03108788781177], [121.49967489140465, 25.031071136730873], [121.4991862201523, 25.031058243537235], [121.49918705351573, 25.03104379574066], [121.49706449626672, 25.03116123323478], [121.49736626945861, 25.031171147710932], [121.4973671030359, 25.031156699921485], [121.49706533315295, 25.03114759796679], [121.49706449626672, 25.03116123323478], [121.49740025588632, 25.031170672848972], [121.49739960784095, 25.0311574036741], [121.49761166960121, 25.03115895085767], [121.49761163168598, 25.03117411823418], [121.49740025588632, 25.031170672848972], [121.49768154224158, 25.031186794370058], [121.49766764013653, 25.031179528140292], [121.49768156630908, 25.031168196352642], [121.4977025708466, 25.031167494047736], [121.49822295310129, 25.03118073722468], [121.49822132362263, 25.03119437515451], [121.49777536631012, 25.03118295919734], [121.49768656815552, 25.031179916165712], [121.49768154224158, 25.031186794370058], [121.49834985580954, 25.031197013797833], [121.49886619268186, 25.03121451150237], [121.49886701695718, 25.03119780670704], [121.49834899562417, 25.031180314652552], [121.49834985580954, 25.031197013797833], [121.49911722138054, 25.031221974580266], [121.49974255601977, 25.031238742034557], [121.49974417874792, 25.03122347905075], [121.49911637350922, 25.03120834496133], [121.49911722138054, 25.031221974580266], [121.49982815596148, 25.031259489712617], [121.49981553750733, 25.03125113599385], [121.49982726777795, 25.031235929299378], [121.4998431784817, 25.03122531288741], [121.5004534449002, 25.031240502962135], [121.50045342564538, 25.031260184333203], [121.49999824348969, 25.031246549083058], [121.49988595762268, 25.031242773849982], [121.49985413983744, 25.03124044326899], [121.49983989866737, 25.031247352537065], [121.49982815596148, 25.031259489712617], [121.4970022645862, 25.031086869033786], [121.49700312055738, 25.031053371826214], [121.49818986732228, 25.031085240294793], [121.49819161863603, 25.031126312390043], [121.49701396011315, 25.031087552173883], [121.4970022645862, 25.031086869033786], [121.49837892278694, 25.031131642995028], [121.49837974811446, 25.031090652543945], [121.49958166566012, 25.031124806329377], [121.50043751972724, 25.03114982395647], [121.50043579741431, 25.031189372931035], [121.49837892278694, 25.031131642995028], [121.50071071449447, 25.03119864878628], [121.50071073386945, 25.031154591485727], [121.50219607540878, 25.031194088689208], [121.50219437828147, 25.031239686432755], [121.50071071449447, 25.03119864878628], [121.50233460499724, 25.03124273351878], [121.50233622761148, 25.03120318486686], [121.50278465652751, 25.03121313427121], [121.5027847211629, 25.031253309186845], [121.50233460499724, 25.03124273351878], [121.50290681331977, 25.031256146235137], [121.50290845157512, 25.031220479617946], [121.50402907584277, 25.031244760961588], [121.50402745672191, 25.031285031862804], [121.50290681331977, 25.031256146235137], [121.50431028844764, 25.031291114370784], [121.5043094239525, 25.031249317114774], [121.50488363974567, 25.031244749449755], [121.50488360929991, 25.031285737209565], [121.50431028844764, 25.031291114370784], [121.5049570294603, 25.03128413356403], [121.50495707207557, 25.03124612504213], [121.50663343096299, 25.031229405840612], [121.50663507673038, 25.03126822113187], [121.5049570294603, 25.03128413356403], [121.50690253281405, 25.031270288464647], [121.5069024571933, 25.031227766294545], [121.50767366003235, 25.031221703347185], [121.50767195229962, 25.0312642316052], [121.50690253281405, 25.031270288464647]]"
163,新工處,八德路二段南側前人行道拓寬及市民大道人行道更新工程,自8時30分至17時30分,1110921130221,台球營造工程有限公司,"[['304061.42', '2770939.52', '303980.74', '2770877.83', '303980.62', '2770874.6', '303981.84', '2770873.26', '304052.93', '2770863.71', '304053.05', '2770866.94', '303991.31', '2770874.64', '303983.72', '2770877.7', '304060.49', '2770936.28', '304065.5', '2770935.23', '304064', '2770938.99', '304061.42', '2770939.52', '304093.89', '2770959.23', '304068.65', '2770943.65', '304068.52', '2770941.23', '304095.79', '2770957.22', '304093.89', '2770959.23']]","[[121.53577284298814, 25.045637873272817], [121.53497087897408, 25.045083821442518], [121.53496956324098, 25.045054665502274], [121.53498160102363, 25.045042524536107], [121.53568573254117, 25.04495376920414], [121.53568704844194, 25.044982925135656], [121.5350755033579, 25.04505464510742], [121.53500040586974, 25.045082541466186], [121.53576349948031, 25.045608656014455], [121.53581310790531, 25.045598997627188], [121.53579839026887, 25.045632996259364], [121.53577284298814, 25.045637873272817], [121.53609539786204, 25.04581465296629], [121.53584465510656, 25.045674900212386], [121.53584327183874, 25.045653057266996], [121.53611414818353, 25.045796438879247], [121.53609539786204, 25.04581465296629]]"
164,新工處,111年度西安橋北側堤面美化工程（含鋪面更新）※施工期間封閉橋下迴轉道※,自00時00分至24時00分,1110921225613,上溢營造股份有限公司,"[['300511.211', '2779697.85', '300531.755', '2779701.154', '300559.892', '2779553.85', '300540.477', '2779537.638', '300511.211', '2779697.85']]","[[121.50091150167698, 25.12483020414803], [121.50111534874281, 25.124859343655228], [121.5013889429822, 25.12352855657091], [121.50119581832406, 25.123382847598652], [121.50091150167698, 25.12483020414803]]"
165,新工處,中華路一段(福星國小；自洛陽街至開封街2段間)西側人行道鋪面更新工程,0800至1700,1110922081318,金煌營造有限公司,"[['301386.2', '2771088.06', '301385.8', '2771086.44', '301387.85', '2771082.55', '301364.38', '2770989.33', '301360.33', '2770986.89', '301359.93', '2770984.74', '301370.9', '2770982.09', '301374.15', '2770982.24', '301376.31', '2770983.19', '301377.93', '2770984.54', '301378.87', '2770986.69', '301380.62', '2770990.33', '301402.75', '2771076.55', '301402.61', '2771079.64', '301401.38', '2771082.33', '301399.75', '2771084.07', '301397.72', '2771085.01', '301386.2', '2771088.06']]","[[121.50926660082034, 25.047072133386386], [121.5092625763001, 25.047057521668584], [121.5092827472623, 25.047022333229783], [121.50904667854016, 25.046181543230155], [121.50900645131547, 25.04615965250861], [121.5090024071034, 25.046140255957557], [121.50911102308326, 25.046115959320634], [121.50914323678312, 25.04611720313707], [121.50916467820709, 25.046125706343872], [121.50918078304647, 25.04613783907687], [121.5091901787891, 25.046157217280555], [121.50920765734848, 25.046190019642562], [121.50943018629589, 25.046967659137053], [121.509428914133, 25.046995560313402], [121.50941682486517, 25.047019887344852], [121.50940073605022, 25.047035651399447], [121.5093806532851, 25.04704420667098], [121.50926660082034, 25.047072133386386]]"
166,新工處,東光里南京東路5段59巷30弄北側溝蓋更新工程-第143次通報單,自08時30分至17時30分,1110921122456,茂盛營造股份有限公司,"[['306312.745', '2771773.316', '306315.215', '2771773.259', '306315.25', '2771772.889', '306312.746', '2771772.946', '306312.745', '2771773.316', '306324.958', '2771773.165', '306393.841', '2771771.935', '306393.842', '2771771.498', '306324.994', '2771772.627', '306324.958', '2771773.165', '306397.934', '2771771.986', '306416.88', '2771771.728', '306416.882', '2771771.156', '306397.936', '2771771.481', '306397.934', '2771771.986']]","[[121.55811774505614, 25.0530831575856], [121.55814222207594, 25.053082551010334], [121.55814255382239, 25.053079209388326], [121.55811773984054, 25.053079817229815], [121.55811774505614, 25.0530831575856], [121.55823877786986, 25.053081339508953], [121.55892140399379, 25.053067667857054], [121.5589213960134, 25.05306372263325], [121.55823911265472, 25.05307648116438], [121.55823877786986, 25.053081339508953], [121.55896197043572, 25.053067975629634], [121.5591497273332, 25.053064939693947], [121.55914972372693, 25.05305977566831], [121.55896196958052, 25.053063416472263], [121.55896197043572, 25.053067975629634]]"
167,新工處,麥帥二橋匝道隔音牆更新工程（健康路匝道）,00:00~24:00,1110921134020,瑞臻營造有限公司,"[['307263.32', '2771921.84', '307421.86', '2771934.07', '307461.35', '2771939.89', '307491.61', '2771952.94', '307511.02', '2771970.25', '307519.65', '2771978.9', '307522.12', '2771970.56', '307499.2', '2771948.93', '307478.95', '2771938.89', '307456.52', '2771931.53', '307397.54', '2771925.9', '307262.54', '2771915.1', '307263.32', '2771921.84']]","[[121.56754474408088, 25.054388314855235], [121.56911650511958, 25.054492713288994], [121.56950812392826, 25.05454375528779], [121.56980856842331, 25.05466041870849], [121.5700016593486, 25.05481595295029], [121.57008755068196, 25.054893715728326], [121.57011168203218, 25.05481832935187], [121.56988362380153, 25.054623928348146], [121.56968251167822, 25.05453405847489], [121.56945990618759, 25.054468465850434], [121.56887513490048, 25.05441987898041], [121.56753673348075, 25.054327496538814], [121.56754474408088, 25.054388314855235]]"
168,新工處,承德路140號(劍潭路至前港街)前人行道更新等3項工程,上午9時0分至下午5時0分,1110921125629,辰茂營造工程有限公司,"[['302784.19', '2775276.78', '302786.25', '2775268.45', '302792.95', '2775214.79', '302791.06', '2775214.65', '302782.43', '2775276.78', '302784.19', '2775276.78', '302648.55', '2775615.56', '302649.36', '2775614.09', '302647.34', '2775613', '302646.52', '2775614.75', '302648.55', '2775615.56', '302109.57', '2775903.58', '302117.15', '2775902.67', '302127.72', '2775899.21', '302135.3', '2775896.82', '302148.85', '2775890.82', '302163.77', '2775881.46', '302183.71', '2775866.33', '302203.25', '2775850.53', '302223.46', '2775837.69', '302243.38', '2775829.16', '302261.25', '2775823.44', '302265.18', '2775822.38', '302282.92', '2775819.09', '302282.92', '2775816.93', '302279.68', '2775816.65', '302263.03', '2775820.09', '302256.79', '2775822.49', '302228.21', '2775832.73', '302209.5', '2775843.96', '302199.32', '2775851.46', '302190.1', '2775858.82', '302181.41', '2775866.32', '302170.97', '2775873.41', '302160.52', '2775880.37', '302152.25', '2775885.72', '302144.52', '2775890.53', '302134.09', '2775894.8', '302129.75', '2775897.61', '302125.96', '2775898.8', '302118.78', '2775900.66', '302113.37', '2775901.71', '302108.49', '2775902.37', '302109.57', '2775903.58', '302716.56', '2777957.06', '302660.36', '2777799.73', '302657.92', '2777801.61', '302657.36', '2777805.64', '302711.16', '2777955.43', '302716.56', '2777957.06']]","[[121.52328165583788, 25.08483944107157], [121.52330175743312, 25.084764166639584], [121.52336611630042, 25.084279495200285], [121.52334737491088, 25.08427829737125], [121.52326420846387, 25.084839502595244], [121.52328165583788, 25.08483944107157], [121.52194999016125, 25.087902649032458], [121.52195796382841, 25.08788934977335], [121.5219378967624, 25.087879579804337], [121.52192983468004, 25.087895407223023], [121.52194999016125, 25.087902649032458], [121.51661771039694, 25.090521565651954], [121.51669282211319, 25.090513088583766], [121.51679747922772, 25.09048148707723], [121.51687253477633, 25.09045964862102], [121.51700663839019, 25.09040501317196], [121.5171541962022, 25.090319996507706], [121.51735130167884, 25.090182715173473], [121.51754441578764, 25.09003939871896], [121.51774428406637, 25.089922781433277], [121.51794144078352, 25.089845084180553], [121.51811838101462, 25.089792826045468], [121.51815730150842, 25.089783120412086], [121.5183330451908, 25.089752804327507], [121.51833296304392, 25.089733304058008], [121.51830083206386, 25.089730888452493], [121.51813590002345, 25.08976252094886], [121.51807412985525, 25.08978440393042], [121.51779118569816, 25.08987783870554], [121.51760612694996, 25.089979869252627], [121.51750549022552, 25.090047930565873], [121.51741436524053, 25.09011469471668], [121.5173284997422, 25.090182704398885], [121.51722526956829, 25.090247073072145], [121.51712193521573, 25.090310268392805], [121.51704015162258, 25.090358853406098], [121.5169637009004, 25.090402544654275], [121.51686046253992, 25.090441454043773], [121.51681754345717, 25.09046697233122], [121.51678001548932, 25.090477846410693], [121.51670890531719, 25.090494886221286], [121.51665531175243, 25.090504552293204], [121.51660695768231, 25.09051067916852], [121.51661771039694, 25.090521565651954], [121.52271403924645, 25.109039070187006], [121.52215077057392, 25.10762067788415], [121.52212664976456, 25.107637735471087], [121.52212125180779, 25.10767413735783], [121.52266043443035, 25.109024543478313], [121.52271403924645, 25.109039070187006]]"
169,新工處,忠誠路2段207巷南側人行道更新工程,自9時0分至下午5時0分,1110921125629,辰茂營造工程有限公司,"[['303881.432', '2778777.202', '304205.549', '2778776.122', '304208.579', '2778775.999', '304208.919', '2778771.993', '303880.525', '2778773.971', '303873.006', '2778773.779', '303876.4', '2778777.398', '303881.432', '2778777.202']]","[[121.53429618670636, 25.11640202747065], [121.5375100248529, 25.116380660295988], [121.5375400648716, 25.116379440940563], [121.5375432780545, 25.116343263181346], [121.53428706625563, 25.116372890908494], [121.53421250178118, 25.116371426228618], [121.53424629805492, 25.116403976738052], [121.53429618670636, 25.11640202747065]]"
170,新工處,市民大道4段(光復南路72巷23弄至延吉街)南側人行道更新工程,0830至1700(尖峰時段不得占用道路),1110921160733,福呈營造股份有限公司,"[['305886', '2770792.28', '305886.31', '2770782.33', '305965.01', '2770798.53', '305960.38', '2770803.63', '305886', '2770792.28', '305973.43', '2770806.24', '305975.63', '2770798.71', '305980.49', '2770801.69', '306057.82', '2770819.5', '306053.75', '2770822.72', '305973.43', '2770806.24', '306070.08', '2770825.27', '306070.23', '2770821.77', '306169.07', '2770843.58', '306167.43', '2770846.26', '306070.08', '2770825.27']]","[[121.55384862200997, 25.04424229474423], [121.5538512905974, 25.044152455633856], [121.55463186206258, 25.04429579818837], [121.55458618600794, 25.04434201178179], [121.55384862200997, 25.04424229474423], [121.55471561714128, 25.044365091800092], [121.55473711322807, 25.04429703027995], [121.55478539672184, 25.044323753592316], [121.55555245907975, 25.04448167689014], [121.55551225643086, 25.044510897553703], [121.55471561714128, 25.044365091800092], [121.55567419020835, 25.044533313513185], [121.55567553430133, 25.044501710295894], [121.55665592581413, 25.04469494201875], [121.55663978265176, 25.044719197686184], [121.55567419020835, 25.044533313513185]]"
171,新工處,行義路99號旁擋土牆修復工程,上午9時0分至下午5時0分,1110921131826,金煌營造有限公司,"[['303251.399', '2780034.111', '303255.471', '2780030.26', '303255.205', '2780029.082', '303250.625', '2780033.234', '303251.399', '2780034.111', '303244.824', '2780038.053', '303249.4', '2780035.213', '303248.929', '2780034.471', '303244.085', '2780036.84', '303244.824', '2780038.053']]","[[121.52809766826081, 25.127771594761846], [121.52813789972072, 25.12773668465151], [121.52813521614354, 25.12772605925331], [121.52808995866822, 25.127763704693518], [121.52809766826081, 25.127771594761846], [121.5280326187145, 25.12780741483039], [121.52807788747911, 25.127781614077627], [121.52807318789759, 25.127774932060923], [121.5280252431697, 25.12779649016714], [121.5280326187145, 25.12780741483039]]"
172,新工處,景慶里溪口街85巷單號側溝蓋更新,08時00分至18時00分,1110921134429,神緯營造有限公司,"[['304367.32', '2765395.24', '304356.42', '2765377.09', '304348.19', '2765363.9', '304341.77', '2765353.85', '304332.2', '2765337.8', '304333.03', '2765337.34', '304368.08', '2765394.7', '304367.32', '2765395.24', '304328.32', '2765331.27', '304313.21', '2765310.12', '304314.26', '2765309.22', '304329.12', '2765330.61', '304328.32', '2765331.27']]","[[121.53858589402145, 24.995573389031897], [121.53847720369181, 24.995409921893135], [121.53839515792022, 24.99529113777798], [121.53833116575335, 24.995200636621902], [121.53823573370428, 24.995056080392185], [121.53824393763122, 24.99505189777319], [121.53859340139647, 24.995568486664762], [121.53858589402145, 24.995573389031897], [121.53819704150878, 24.994997266665933], [121.53804652992355, 24.99480686606808], [121.53805689587008, 24.994798703263083], [121.53820494038825, 24.994991279526364], [121.53819704150878, 24.994997266665933]]"
173,新工處,中山北路2段27巷(中山北路2段至南京東路1段31巷)(路面及雙側溝蓋更新),自8時0分至18時0分,1110922092719,興成營造有限公司,"[['302832.7', '2771776.72', '302828.65', '2771774.14', '302782.77', '2771775.31', '302769.24', '2771777.01', '302745.82', '2771778.4', '302744.9', '2771770.99', '302773.46', '2771769.62', '302785.64', '2771769.54', '302829.76', '2771767.28', '302833.02', '2771763.53', '302832.7', '2771776.72', '302916.14', '2771807.65', '302919', '2771803.9', '302918.65', '2771789.09', '302890.16', '2771772.03', '302841.71', '2771773.72', '302842.12', '2771771.97', '302890.57', '2771770.95', '302919.33', '2771787.62', '302919.81', '2771804.17', '302918.04', '2771807.39', '302916.14', '2771807.65', '302917.52', '2771740.27', '302901.59', '2771764.43', '302842.18', '2771767.7', '302842.3', '2771769.32', '302902.13', '2771766.59', '302917.24', '2771742.96', '302917.52', '2771740.27']]","[[121.52362818779612, 25.053239482815048], [121.52358795036076, 25.053216332230154], [121.52313329064383, 25.05322849711438], [121.52299926349832, 25.053244316833926], [121.52276720722713, 25.053257682785585], [121.5227578056025, 25.05319081783686], [121.52304080368302, 25.053177453083233], [121.52316151334324, 25.053176305716704], [121.52359868817146, 25.053154361785722], [121.52363085331748, 25.053120393114007], [121.52362818779612, 25.053239482815048], [121.52445632785482, 25.053515799299156], [121.52448452855118, 25.053481844444413], [121.524480490808, 25.053348152933452], [121.52419747862986, 25.053195133079917], [121.52371736844886, 25.05321208416756], [121.52372136471558, 25.05319627094633], [121.52420150056071, 25.053185368565575], [121.52448717363843, 25.05333485806704], [121.52449256663611, 25.053484253640026], [121.52447514830607, 25.05351338554381], [121.52445632785482, 25.053515799299156], [121.52446741614163, 25.05290744853439], [121.52431046641865, 25.05312612091507], [121.52372179555145, 25.053157719548988], [121.52372304698655, 25.053172340617145], [121.52431590116808, 25.05314560237029], [121.52446474448357, 25.052931743487466], [121.52446741614163, 25.05290744853439]]"
