,0,1,2,3,4,5,6
69,台電市區,康定路30巷康定路口,日間施工9時30分至16時30分,1110922080729,國盛電氣工程有限公司,"[['300684.383', '2770762.814', '300724.749', '2770752.494', '300721.283', '2770738.215', '300727.646', '2770774.159', '300738.009', '2770771.236']]","[[121.50229944202927, 25.044159499596756], [121.50269909083939, 25.044064977847555], [121.50266421713316, 25.04393618353323], [121.50272859768438, 25.04426047189049], [121.50283118788893, 25.044233735561654]]"
70,衛工處,和平東路三段463巷15號~17號附近地區,日間施工9時30分至16時,1110921142942,翔益營造有限公司,"[['306485.683', '2768001.154', '306484.927', '2768000.5', '306478.959', '2767994.768', '306477.544', '2767993.348']]","[[121.55967713063343, 25.019021982967487], [121.55966961346947, 25.019016106899652], [121.55961024835352, 25.018964581395704], [121.55959617052444, 25.018951814507428]]"
71,自來水東區,長安東路1段52巷12號左邊工地,日間施工9時30分至16時(平日施工管挖及復舊),1110922090410,禾楓工程有限公司,"[['303266.428', '2771173.183', '303270.356', '2771172.257', '303266.258', '2771173.249', '303265.174', '2771173.548', '303265.073', '2771173.547', '303269.813', '2771172.691', '303270.91', '2771177.573']]","[[121.5279034144389, 25.047775572808675], [121.52794230626034, 25.047767074597502], [121.52790173224096, 25.047776174639644], [121.52789100104441, 25.047778912168777], [121.52789000006634, 25.04777890669771], [121.527936941752, 25.04777101184768], [121.52794800209166, 25.04781504761276]]"
72,自來水西區,雅江街(成都路至西昌街29巷)(菜園里),管道與道路復舊施工平日日間施工9時30分至16時,1110921133754,加晟工程有限公司,"[['300597.52', '2770603.687', '300601.986', '2770603.804', '300603.406', '2770604.112', '300605.331', '2770605.028', '300607.665', '2770605.137', '300607.969', '2770605.139', '300601.782', '2770603.904', '300601.431', '2770616.52', '300601.314', '2770620.86', '300601.072', '2770631.256', '300600.846', '2770637.413', '300600.605', '2770647.707', '300600.496', '2770649.827', '300600.683', '2770653.966', '300605.089', '2770670.334', '300608.392', '2770682.661', '300610.697', '2770690.744', '300615.7', '2770710.042']]","[[121.50143278397873, 25.042725811640697], [121.50147704600461, 25.042726718541694], [121.5014911294085, 25.04272945166348], [121.50151023965061, 25.04273765690544], [121.50153337342267, 25.042738562880533], [121.50153638611393, 25.042738570767067], [121.5014750280512, 25.042727628163465], [121.50147201286899, 25.04284153694214], [121.50147101275182, 25.04288072230306], [121.50146899624055, 25.042974585311015], [121.50146698264967, 25.043030178162383], [121.50146497229998, 25.04312312028077], [121.5014639699513, 25.0431422632505], [121.50146597507973, 25.043179623817128], [121.50151023939151, 25.04332724646065], [121.50154342470476, 25.043438423908935], [121.50156656405233, 25.04351131997873], [121.50161685249269, 25.043685374594865]]"
73,大台北瓦斯,基隆路1段37巷7號旁至基隆路1段83巷到永吉路125號側,日間施工9時30分至16時,1110922082901,協鼎工程有限公司,"[['307398.318', '2770974.373', '307398.742', '2770994.159', '307399.313', '2771019.194', '307399.867', '2771048.266', '307400.382', '2771070.744', '307429.615', '2771070.059', '307468.661', '2771069.012', '307508.791', '2771067.835', '307554.399', '2771067.085', '307553.793', '2771034.312', '307553.327', '2771016.276', '307552.818', '2770992.722', '307552.535', '2770979.532', '307552.922', '2770980.038', '307553.185', '2770989.964', '307553.354', '2770998.006', '307553.532', '2771012.071', '307554.067', '2771021.629', '307554.377', '2771036.333', '307554.533', '2771047.369', '307555.196', '2771066.786', '307555.341', '2771072.506', '307439.381', '2771020.607', '307418.674', '2771021.059', '307401.69', '2771021.155', '307400.297', '2770974.315', '307400.325', '2770975.728', '307401.214', '2770989.56', '307401.248', '2770997.602', '307401.697', '2771019.44', '307401.913', '2771032.495', '307402.304', '2771052.213', '307402.552', '2771065.605', '307402.978', '2771077.046', '307402.348', '2771057.832', '307403.295', '2771057.836', '307401.802', '2771026.741', '307402.75', '2771026.711', '307402.717', '2771026.408', '307401.837', '2771026.405', '307401.696', '2771019.709', '307402.678', '2771019.679', '307401.226', '2770994.843', '307401.868', '2770994.879', '307401.833', '2770995.182', '307401.193', '2770994.506', '307400.212', '2770994.535', '307553.185', '2770989.998', '307552.204', '2770989.994', '307553.212', '2770991.647', '307552.197', '2770991.642', '307553.722', '2771014.999', '307552.707', '2771014.995', '307554.066', '2771021.729', '307555.081', '2771021.666', '307554.533', '2771047.336', '307555.515', '2771047.239']]","[[121.56884320175757, 25.045829582789313], [121.5688482277954, 25.046008192333343], [121.56885492928569, 25.046234183634517], [121.56886163050356, 25.046496621121825], [121.56886767057894, 25.04669953024529], [121.56915734504427, 25.046692236514872], [121.56954425251399, 25.046681301327975], [121.56994189705162, 25.046669150296978], [121.57039384701915, 25.04666064467641], [121.57038647261653, 25.046364797127595], [121.57038110119399, 25.046201988066947], [121.57037507319082, 25.045989364810605], [121.57037171774813, 25.04587029787321], [121.57037557407776, 25.045874851254755], [121.5703785949974, 25.045964451960778], [121.5703806056867, 25.04603704772111], [121.57038295713262, 25.04616401804315], [121.57038865824539, 25.04625028613712], [121.57039234453246, 25.046383020246004], [121.57039435146521, 25.046482645959816], [121.57040173290439, 25.046657915014976], [121.570403408795, 25.046709548951696], [121.5692520660255, 25.046245419033074], [121.56904687642643, 25.046250285811954], [121.56887856728095, 25.04625179710418], [121.56886281136359, 25.045828984076376], [121.56886314770416, 25.045841739408363], [121.56887253393924, 25.04596657930861], [121.56887320588092, 25.046039180227954], [121.5688785652098, 25.046236314025155], [121.56888124962754, 25.046354164794575], [121.56888594589117, 25.04653216167998], [121.56888896149161, 25.046653053625185], [121.56889365982886, 25.046756325421438], [121.56888661601411, 25.04658288766304], [121.56889600107122, 25.0465828878359], [121.5688799099093, 25.046302222588718], [121.56888930343877, 25.046301915776535], [121.56888896378297, 25.046299181581396], [121.56888024276611, 25.046299187893016], [121.56887856650545, 25.046238742562693], [121.56888829697348, 25.0462384344604], [121.56887287292955, 25.04601427314244], [121.56887923670152, 25.046014573783385], [121.56887890247064, 25.046017310559154], [121.56887253185873, 25.046011231999227], [121.56886281127701, 25.046011531034363], [121.57037859641746, 25.045964758908607], [121.57036887446684, 25.045964760122196], [121.57037893286225, 25.045979644851293], [121.5703688739261, 25.045979638330678], [121.57038496234432, 25.0461904444384], [121.57037490343275, 25.04619044694637], [121.57038865251204, 25.04625118896288], [121.57039870863004, 25.046250581586126], [121.57039435008684, 25.046482348039877], [121.57040407776967, 25.046481434970286]]"
74,衛工處,康樂街72巷17弄76號附近地區,管道與道路復舊平日日間施工9時30分至16時,1110921142046,翔益營造有限公司,"[['312217.802', '2773741.584', '312222.019', '2773736.525', '312217.768', '2773741.55', '312219.135', '2773738.394', '312219.135', '2773738.461', '312223.824', '2773733.908']]","[[121.61672939470982, 25.070620818439256], [121.61677096477095, 25.070574973290164], [121.61672905616551, 25.07062051289507], [121.61674246314665, 25.07059196495734], [121.61674246617585, 25.070592569818036], [121.61678873755092, 25.070551273280067]]"
75,台灣智慧光網,民族東路336號旁候車亭(TPEC000336)(行孝里),易雍塞路段日間施工10時至15時,1110922083953,凱特科技實業有限公司,"[['304192.364', '2773420.706', '304192.361', '2773421.514', '304191.244', '2773421.509', '304191.237', '2773423.393']]","[[121.53716814753918, 25.068033124474894], [121.53716814961771, 25.068040419126884], [121.53715707782189, 25.068040414045342], [121.53715708261777, 25.068057422862772]]"
76,台電市區,仁愛路4段450號對面,易壅塞路段日間施工10時至16時,1110921140611,國盛電氣工程有限公司,"[['306425.678', '2770075.288', '306380.497', '2770076.798', '306415.799', '2770078.559', '306415.756', '2770075.705', '306420.235', '2770079.075', '306420.183', '2770075.441']]","[[121.55916745733481, 25.037749328175007], [121.55871980093816, 25.037764644396734], [121.55906969589584, 25.03777922679935], [121.55906915299589, 25.037753462761323], [121.55911367527364, 25.037783719806146], [121.55911301125712, 25.037750914338083]]"
77,欣湖天然氣,東明街97巷口至123巷,日間施工9時30分至16時,1110921122539,揚昌工程行,"[['310650.728', '2771935.056', '310648.476', '2771954.694', '310644.85', '2771978.901', '310632.281', '2772030.36', '310658.882', '2772036.938', '310632.118', '2772030.359', '310596.731', '2772027.619', '310570.244', '2772019.696', '310543.018', '2771995.352', '310531.434', '2771983.188', '310522.276', '2771973.459', '310648.59', '2771953.618', '310640.041', '2771952.785', '310626.943', '2771952.579', '310589.81', '2771952.764']]","[[121.60111698657006, 25.054375547623238], [121.60109553239138, 25.054552926231707], [121.60106066199555, 25.054771608039793], [121.60093835937411, 25.055236674545576], [121.60120228537073, 25.055294992569756], [121.60093674387518, 25.05523667205416], [121.60058591102135, 25.055213354458672], [121.60032305614497, 25.055142888347905], [121.60005215569056, 25.054924205547934], [121.59993681505448, 25.05481485495009], [121.59984562504123, 25.054727389893685], [121.60109661483318, 25.054543207727658], [121.60101185149581, 25.054536030433464], [121.60088203194837, 25.054534695935256], [121.60051402567687, 25.054537854505075]]"
78,交工處,松智路與松壽路口(西村里),夜間施工23時00分至05時30分(臺北市易雍塞路段),1110922102452,強鋼營造股份有限公司,"[['307071.253', '2769853.545', '307070.982', '2769853.544', '307051.629', '2769853.531', '307052.34', '2769853.534', '307052.238', '2769853.533', '307070.949', '2769853.544', '307043.409', '2769861.135', '307043.377', '2769860.765', '307043.5', '2769879.877', '307043.464', '2769880.348', '307043.703', '2769879.912', '307043.545', '2769861.135', '307043.263', '2769879.876', '307043.172', '2769861.167', '307053.007', '2769888.194', '307071.684', '2769888.104', '307071.683', '2769888.239', '307072.089', '2769888.274', '307053.005', '2769888.531', '307071.683', '2769888.407', '307052.499', '2769888.327', '307053.006', '2769888.329', '307043.391', '2769880.273', '307043.426', '2769879.937', '307052.56', '2769888.387', '307052.831', '2769888.388', '307043.291', '2769861.118', '307043.326', '2769860.782', '307051.849', '2769853.448', '307052.187', '2769853.484']]","[[121.56555555667593, 25.035723244769475], [121.56555287122501, 25.03572324596157], [121.56536109676962, 25.03572385831667], [121.56536814237806, 25.035723858596008], [121.5653671315921, 25.035723853413486], [121.56555254421941, 25.035723247206068], [121.56527995725288, 25.03579281631803], [121.56527962484806, 25.035789477202027], [121.56528163443001, 25.03596201374762], [121.56528129718323, 25.03596626724442], [121.56528364746195, 25.035962322072077], [121.56528130491311, 25.035792811191644], [121.5652792858893, 25.03596201365326], [121.56527761008074, 25.035793114144212], [121.56537618612134, 25.036036740381142], [121.56556125812209, 25.036035223618843], [121.56556125380114, 25.036036442422677], [121.56556527841983, 25.03603674308752], [121.56537618024828, 25.036039782857976], [121.5655612607555, 25.03603795910939], [121.56537115770784, 25.036037960243384], [121.56537618179853, 25.036037959184995], [121.56528057070271, 25.035965592903764], [121.56528090362578, 25.035962558210855], [121.56537176465714, 25.036038499617508], [121.565374450115, 25.036038498428564], [121.56527878725612, 25.035792667291645], [121.56527912017884, 25.035789632598686], [121.56536327337241, 25.035723100707294], [121.56536662419218, 25.03572341296918]]"
79,交工處,興隆路2段與景華街口(興豐里、興安里、興福里),易壅塞路段日間施工10時至16時,1110922083859,麒瑞營造有限公司,"[['305256.346', '2765805.194', '305256.962', '2765803.311', '305256.762', '2765803.081', '305256.12', '2765802.809', '305256.106', '2765802.798', '305248.402', '2765799.737', '305227.545', '2765800.201', '305224.746', '2765805.844', '305227.06', '2765799.985', '305224.246', '2765805.646', '305221.497', '2765813.006', '305224.16', '2765807.48', '305221.052', '2765812.798', '305223.748', '2765807.272', '305224.189', '2765806.651', '305224.358', '2765806.753', '305233.532', '2765823.642', '305235.573', '2765820.79', '305235.603', '2765820.727', '305238.511', '2765821.647', '305236.962', '2765824.156', '305238.797', '2765822.077', '305239.098', '2765822.058', '305248.276', '2765828.624', '305247.878', '2765829.426', '305247.06', '2765830.668', '305247.072', '2765830.642', '305246.664', '2765831.347', '305246.664', '2765831.313', '305246.154', '2765831.882', '305248.285', '2765828.633', '305257.156', '2765835.737', '305257.822', '2765835.933', '305261.735', '2765831.135', '305227.848', '2765800.079', '305231.293', '2765801.843', '305232.144', '2765800.567', '305231.327', '2765801.809', '305232.593', '2765799.872', '305232.763', '2765799.67', '305232.493', '2765799.534', '305232.156', '2765799.364', '305231.918', '2765799.33', '305231.241', '2765801.821', '305238.299', '2765805.854', '305238.299', '2765805.897', '305238.913', '2765804.654', '305239.243', '2765804.004', '305239.38', '2765803.77', '305239.752', '2765803.687', '305241.07', '2765804.264', '305248.06', '2765799.9', '305245.534', '2765805.039', '305241.295', '2765807.176', '305238.289', '2765805.852', '305248.045', '2765829.049', '305248.284', '2765828.645', '305236.493', '2765825.154', '305236.495', '2765824.649', '305236.937', '2765824.145', '305247.807', '2765829.215', '305248.212', '2765829.318', '305238.909', '2765804.673', '305239.25', '2765804.001', '305232.165', '2765800.584', '305232.607', '2765799.912', '305227.314', '2765799.758', '305227.854', '2765800.063', '305220.914', '2765813.075', '305221.522', '2765813.381', '305238.476', '2765821.648', '305239.083', '2765821.987', '305257.642', '2765836.137', '305257.136', '2765835.731', '305247.839', '2765829.476', '305248.112', '2765828.972', '305223.834', '2765806.559', '305224.24', '2765806.628', '305232.189', '2765799.491', '305232.46', '2765799.29', '305239.718', '2765803.897', '305239.416', '2765803.424', '305248.197', '2765799.522', '305248.026', '2765799.958', '305256.949', '2765803.057', '305257.083', '2765803.394', '305250.838', '2765832.619', '305246.721', '2765829.742', '305224.17', '2765806.835', '305224.202', '2765807.509', '305223.967', '2765806.835', '305223.763', '2765807.271', '305224.75', '2765805.862', '305224.341', '2765806.499', '305224.139', '2765806.364', '305224.277', '2765805.624', '305227.517', '2765816.403', '305225.61', '2765819.323', '305221.471', '2765813.383', '305227.551', '2765816.369', '305235.622', '2765820.777']]","[[121.54740904830396, 24.999242300967616], [121.54741507530393, 24.99922527884571], [121.54741308483172, 24.999223209703253], [121.54740671406796, 24.999220777498113], [121.54740657493892, 24.999220678700777], [121.5473301339116, 24.999193324895124], [121.54712353552513, 24.999198273911638], [121.54709603321072, 24.999249320722452], [121.54711872230533, 24.999196341540276], [121.54709107211345, 24.99924755140018], [121.54706413372917, 24.99931409740833], [121.54709029348227, 24.999264111830573], [121.54705971708027, 24.99931223580172], [121.54708620374487, 24.999262249022475], [121.54709054762668, 24.999256626586806], [121.54709222587985, 24.999257541282834], [121.54718378214166, 24.999409680416075], [121.54720388702033, 24.99938385827506], [121.54720418169254, 24.99938328841979], [121.54723302621747, 24.99939148818403], [121.54721778156629, 24.999414195806768], [121.54723587663518, 24.99939535978885], [121.54723885769441, 24.99939517728856], [121.5473300410074, 24.999454120448917], [121.5473261303431, 24.99946137538663], [121.54731807659513, 24.9994726179386], [121.5473181944319, 24.999472382774023], [121.54731418082318, 24.999478762362855], [121.54731417946343, 24.999478455411893], [121.5473091499643, 24.99948361091427], [121.54733013052477, 24.999454201372608], [121.54741829418451, 24.99951801271389], [121.54742489967711, 24.999519757917607], [121.54746347142387, 24.99947629907101], [121.54712653227476, 24.99919716145986], [121.54716073021073, 24.999212961280914], [121.54716910950724, 24.99920141058372], [121.54716106566765, 24.999212653091103], [121.54717352967538, 24.99919511978439], [121.54717520568009, 24.999193289940145], [121.54717252552551, 24.999192071974175], [121.54716918028555, 24.999190549498426], [121.54716682121268, 24.99919025121934], [121.54716021420039, 24.99921276456024], [121.54723029456011, 24.999248917181248], [121.54723029627955, 24.999249305383955], [121.5472363290834, 24.999238061242544], [121.54723957219163, 24.999232181036458], [121.5472409200063, 24.999230063499013], [121.5472446018541, 24.99922930062125], [121.54725768151263, 24.999234461729202], [121.54732675245565, 24.999194808919157], [121.54730193450825, 24.999241295719717], [121.54726002689058, 24.999260742978027], [121.54723019541653, 24.99924889948972], [121.54732776963098, 24.999457965755376], [121.54733012109831, 24.9994543097447], [121.54721317538085, 24.999423222810965], [121.547213175001, 24.999418663613344], [121.54721753346702, 24.999414097410096], [121.54732541855141, 24.999459473072818], [121.54732943475486, 24.999460388192436], [121.54723629021768, 24.99923823291974], [121.5472396414162, 24.999232153697463], [121.54716931822047, 24.999201563294047], [121.54717366996367, 24.99919548039308], [121.54712122944564, 24.999194282936973], [121.54712659107328, 24.999197016793747], [121.5470583610741, 24.999314741576715], [121.54706439637876, 24.999317481986388], [121.54723267953433, 24.99939149848744], [121.54723870625969, 24.999394536849323], [121.54742312468795, 24.999521606185073], [121.5474180958168, 24.999517959275146], [121.54732574599392, 24.999461828206545], [121.54732843027894, 24.999457268159738], [121.54708702718948, 24.99925580894667], [121.54709105193182, 24.99925641708548], [121.54716951227306, 24.99919169484822], [121.54717218886006, 24.99918987035188], [121.54724427343514, 24.99923119773396], [121.54724126279983, 24.999226938509516], [121.5473280945094, 24.999191391353285], [121.54732641795907, 24.999195333780612], [121.54741493636132, 24.999222986215287], [121.54741627729369, 24.999226023756368], [121.54735558093637, 24.999490093805985], [121.5473146812984, 24.999464270394235], [121.54709036676135, 24.999258288425512], [121.54709071070893, 24.999264372111586], [121.5470883557693, 24.999258295821075], [121.54708635230035, 24.99926223944804], [121.54709607355576, 24.999249483080188], [121.54709204731772, 24.999255248797745], [121.54709004083533, 24.999254037380933], [121.54709137833129, 24.999247351655463], [121.54712390587918, 24.999344546103327], [121.54710513116234, 24.999370977253832], [121.54706389123385, 24.99931750190024], [121.54712424133652, 24.999344237913597], [121.54720437191288, 24.999383739125932]]"
80,水利處,承德路7段與尊賢街243巷口,日間施工9時30分至16時,1110922113037,久勝營造有限公司,"[['301077.862', '2778781.965', '301080.394', '2778782.815', '301081.355', '2778783.819', '301077.818', '2778782.014', '301076.366', '2778781.538', '301076.926', '2778782.191', '301076.641', '2778786.158', '301061.102', '2778808.101', '301061.098', '2778808.089', '301060.08', '2778809.161', '301060.046', '2778809.161', '301057.603', '2778811.371', '301057.521', '2778811.39', '301056.301', '2778812.259', '300970.599', '2778774.975', '300969.215', '2778774.398', '300956.453', '2778765.577', '300961.732', '2778770.729', '300969.224', '2778774.422', '300956.425', '2778765.517', '300952.316', '2778761.197', '301056.32', '2778812.241', '301054.127', '2778811.123', '301047.77', '2778811.233', '301046.386', '2778810.724', '301046.369', '2778810.701', '300970.565', '2778774.968']]","[[121.5064966305068, 25.11654260636318], [121.50652176909891, 25.11655019429121], [121.50653133560255, 25.116559225732818], [121.50649619603203, 25.116543050220166], [121.50648178048917, 25.116538802132993], [121.50648735766823, 25.116544678373025], [121.50648467924714, 25.11658050165386], [121.50633141279665, 25.116779126876835], [121.50633137268677, 25.116779018677665], [121.50632131819233, 25.116788731046388], [121.50632098105233, 25.116788732197772], [121.50629683874851, 25.116808766555902], [121.50629602635269, 25.116808940862484], [121.50628396129412, 25.116816827407995], [121.50543276570248, 25.11648313122821], [121.50541902072995, 25.11647796892155], [121.50529214710838, 25.116398765265135], [121.50534468415232, 25.116445098533067], [121.50541911086377, 25.116478185286642], [121.50529186723737, 25.116398224538074], [121.50525096265724, 25.116359362917397], [121.50628414902644, 25.11681666426266], [121.50626236191108, 25.116806645342944], [121.50619933072521, 25.116807853647963], [121.50618558821382, 25.116803305309976], [121.50618541878852, 25.116803098244116], [121.50543242830334, 25.11648306918235]]"
81,台電北區,中央南路2段39巷口,日間施工9時30分至16時30分,1110922113140,玖泰工程股份有限公司,"[['300437.195', '2779620.231', '300438.683', '2779620.068', '300436.611', '2779604.594', '300435.461', '2779604.757']]","[[121.500174665995, 25.124131947327367], [121.50018941573269, 25.12413042598915], [121.50016830002325, 25.123990797810805], [121.50015690207, 25.123992307836904]]"
82,大台北瓦斯,仁愛路3段20巷8號前到信義路3段31巷21號旁,平日日間施工9時至16時30分（含管挖及復舊）,1110921150127,駿華工程有限公司,"[['303902.329', '2769943.581', '303902.317', '2769929.516', '303901.9', '2769915.248', '303901.636', '2769896.404', '303901.632', '2769897.211', '303936.551', '2769896.743', '303955.364', '2769896.414', '303955.297', '2769896.481', '303966.868', '2769896.325', '303966.944', '2769894.441', '303942.236', '2769896.665', '303942.273', '2769895.723', '303939.157', '2769896.686', '303939.228', '2769895.745', '303923.93', '2769896.896', '303923.968', '2769895.954', '303915.032', '2769896.995', '303915.035', '2769896.087', '303901.712', '2769902.663', '303900.664', '2769902.658', '303901.907', '2769913.263', '303900.926', '2769913.259', '303901.949', '2769919.858', '303902.931', '2769919.761', '303902.065', '2769924.804', '303903.046', '2769924.808', '303902.363', '2769935.068', '303901.348', '2769935.031']]","[[121.5341572858531, 25.036652274610503], [121.53415661703549, 25.036525297003337], [121.53415192699177, 25.036396501147077], [121.53414857418781, 25.03622638796419], [121.53414856610101, 25.03623367365796], [121.5344945724916, 25.036228204407863], [121.53468098425931, 25.036224563568865], [121.5346803229548, 25.036225170829937], [121.53479497795736, 25.036223349872344], [121.53479565732175, 25.036206338516163], [121.53455090410783, 25.036227297594113], [121.53455123389755, 25.036218791951956], [121.53452039403383, 25.03622759693037], [121.53452106078274, 25.03621909910431], [121.5343695125378, 25.03623003546545], [121.53436985224934, 25.036221529787856], [121.53428134298784, 25.03623124627205], [121.53428133720777, 25.036223048791637], [121.53414957200215, 25.03628289116227], [121.53413918680016, 25.036282883350722], [121.53415191875042, 25.036378580428078], [121.53414219750694, 25.036378579258344], [121.53415259278685, 25.036438118225302], [121.53416231999552, 25.036437207536284], [121.53415393564727, 25.036482766306076], [121.53416365689894, 25.036482767474915], [121.53415728993535, 25.036575418511063], [121.53414723046721, 25.03657512063082]]"
83,台電北區,中央北路4段540巷11號前,日間施工9時30分至16時30分,1110922113140,玖泰工程股份有限公司,"[['297117.074', '2780073.091', '297118.221', '2780073.801', '297117.099', '2780075.612']]","[[121.4672661932097, 25.12832777753049], [121.46727759224625, 25.128334151495135], [121.46726652771346, 25.12835053614798]]"
84,自來水北區,承德路3段以東，捷運淡水線以西，哈密街以南，庫倫街以北,承德路易壅塞路段為日間施工10時至16時，其餘路段為日間施工9時30分至16時,1110921161304,華盛工程有限公司,"[['302320.15', '2773852.29', '302343.7', '2773850.227', '302466.362', '2773846.393', '302466.955', '2773850.701', '302464.325', '2773830.777', '302451.553', '2773833.875', '302471.175', '2773832.908', '302364.733', '2773849.587', '302364.794', '2773851.337', '302366.35', '2773851.309', '302474.467', '2773909.313', '302481.259', '2773955.02', '302503.248', '2774042.093', '302338.414', '2773850.664', '302338.117', '2773848.678', '302338.151', '2773848.678', '302344.705', '2773882.457', '302343.032', '2773877.674', '302350.113', '2773896.262', '302349.109', '2773893.432']]","[[121.51862731463392, 25.071995415471196], [121.51886066973167, 25.07197597515078], [121.52007638005095, 25.071937107456105], [121.52008242227089, 25.07197597914976], [121.5200555934223, 25.071796198165384], [121.51992911243502, 25.071824610120053], [121.520123573493, 25.07181519878582], [121.51906912976669, 25.07196946843859], [121.51906980100904, 25.071985265189795], [121.51908522340803, 25.07198495847729], [121.5201591182331, 25.072504862780995], [121.5202281858072, 25.072917266025563], [121.52044947042742, 25.073702590049706], [121.51880829018933, 25.07198010347925], [121.51880527071307, 25.071962184311804], [121.5188056077296, 25.07196218313399], [121.51887185757366, 25.0722669102969], [121.51885509239641, 25.07222378770338], [121.51892598836024, 25.072391353394583], [121.51891592876218, 25.072365839161456]]"
85,水利處,雨農路21巷15弄1號,依現場搶修狀況而定；復舊作業如非屬緊急搶修連續施工，則依限於日間9時30分至16時施工。,1110922085527,嘉邑營造有限公司,"[['303606.236', '2776722.03', '303603.268', '2776720.034']]","[[121.53148718244722, 25.097858026741406], [121.53145767889502, 25.097840112533564]]"
86,自來水陽明,中山北路5段698巷11號,依現場搶修狀況而定，復舊作業非屬緊急搶修連續施工，限於日間9時30分至16時施工。,1110922090736,鎮沅有限公司,"[['303258.973', '2776692.232', '303260.396', '2776691.733']]","[[121.52804315110065, 25.09760130972048], [121.52805723981116, 25.097596754587684]]"
87,台電市區,環河南路1段185號前(BA313),易壅塞路段日間施工10時至15時30分,1110922101228,國盛電氣工程有限公司,"[['300284.391', '2770352.07', '300278.27', '2770353.205']]","[[121.49832051807371, 25.040464656363458], [121.49825990189949, 25.040475106551085]]"
88,台電北區,公館路228巷與340巷口,日間施工9時至16時，巷弄道路週休二日不得施工,1110922113140,玖泰工程股份有限公司,"[['300868.496', '2779648.755', '300864.959', '2779654.257', '300849.073', '2779644.076', '300850.57', '2779641.695']]","[[121.50445271148627, 25.124374964520925], [121.50441784078306, 25.12442475528245], [121.50425992995909, 25.124333378448572], [121.50427468671748, 25.124311832562103]]"
89,交工處,南港路3段與南港路3段149巷(玉成里),易壅塞路段日間施工10時至16時,1110922083859,麒瑞營造有限公司,"[['308969.089', '2771692.32', '308969.67', '2771690.91', '308968.186', '2771689.961', '308967.646', '2771689.656', '308968.152', '2771689.961', '308969.604', '2771690.607', '308949.178', '2771681.031', '308967.612', '2771689.69', '308948.671', '2771681.062', '308947.895', '2771680.655', '308946.836', '2771682.737', '308946.802', '2771683.005', '308947.207', '2771683.142', '308947.207', '2771683.142', '308947.309', '2771682.873', '308947.207', '2771683.142', '308947.848', '2771683.448', '308946.565', '2771682.87', '308942.716', '2771680.969', '308942.513', '2771680.969', '308942.377', '2771681.237', '308942.343', '2771681.271', '308942.105', '2771681.673', '308942.239', '2771681.943', '308935.277', '2771696.044', '308941.733', '2771681.638', '308934.771', '2771695.705', '308934.768', '2771696.411', '308935.006', '2771695.941', '308934.529', '2771696.881', '308933.846', '2771698.191', '308951.267', '2771706.508', '308951.504', '2771706.341', '308951.914', '2771705.468', '308951.571', '2771706.611', '308966.528', '2771713.539', '308966.799', '2771713.473', '308967.277', '2771712.499', '308934.664', '2771696.662', '308934.766', '2771696.394', '308969.941', '2771690.879', '308969.705', '2771690.643', '308948.907', '2771681.267', '308948.874', '2771680.863', '308946.801', '2771683.176', '308946.701', '2771682.738', '308942.581', '2771681.071', '308942.447', '2771680.768', '308934.664', '2771696.951', '308934.564', '2771696.58', '308951.469', '2771706.78', '308951.403', '2771706.376', '308966.73', '2771713.811', '308966.63', '2771713.373']]","[[121.5844403509026, 25.052250682123617], [121.58444604857533, 25.052237930202274], [121.58443130068775, 25.05222942064408], [121.58442593593234, 25.052226688207696], [121.58443096372889, 25.052229421969905], [121.58444538150773, 25.052235197338216], [121.58424253872481, 25.052149543056967], [121.58442560042897, 25.052226996480325], [121.58423751540356, 25.05214984268409], [121.5842298074017, 25.052146198599655], [121.58421940122426, 25.052165035859773], [121.5842190757338, 25.05216745664835], [121.58422309536886, 25.05216867767632], [121.58422309536886, 25.05216867767632], [121.5842240947338, 25.0521662452092], [121.58422309536886, 25.05216867767632], [121.58422946112567, 25.052171415210925], [121.5842167211567, 25.052166247127253], [121.58417849411032, 25.05214923521895], [121.58417648226906, 25.052149243131435], [121.58417514590185, 25.05215166789566], [121.58417481039804, 25.052151976167732], [121.58417246888847, 25.052155614639258], [121.58417380845489, 25.052158046935237], [121.58410541450544, 25.052285619965605], [121.5841687806668, 25.052155313164143], [121.58410038525894, 25.05228257924548], [121.58410038573233, 25.052288953023044], [121.58410272433721, 25.052284700658962], [121.58409803721676, 25.05229320542606], [121.5840913243498, 25.052305058525047], [121.58426433215597, 25.05237946409786], [121.58426667381333, 25.05237794720812], [121.58427069978455, 25.052370049913684], [121.58426734937613, 25.05238038211503], [121.58441587828221, 25.05244234388191], [121.58441856122175, 25.052441737476578], [121.58442325678044, 25.052432925714026], [121.58409936577277, 25.05229122306605], [121.5841003651839, 25.052288799627576], [121.58444873300859, 25.052237639771114], [121.58444638401484, 25.052235518402153], [121.5842398630655, 25.052151684193195], [121.58423951872895, 25.052148038229053], [121.58421907314066, 25.05216900044931], [121.58421806334289, 25.05216505014999], [121.5841771605508, 25.052150161321446], [121.58417581957237, 25.05214743110652], [121.58409937813717, 25.052293832114096], [121.58409837120858, 25.052290486679787], [121.58426634573082, 25.052381911797642], [121.58426567434397, 25.052378267120176], [121.58441789186111, 25.052444791579546], [121.58441688205455, 25.052440841281875]]"
